Mondo ID	EFO id	Mondo Label	EFO label
MONDO:0005100	http://www.ebi.ac.uk/efo/EFO_0000717	systemic scleroderma	systemic scleroderma
MONDO:0005704	http://www.ebi.ac.uk/efo/EFO_0007209	Ciliophora infectious disease	Ciliophora infectious disease
MONDO:0006180	http://www.ebi.ac.uk/efo/EFO_1000217	digestive system adenoma	Digestive System Adenoma
MONDO:0005717	http://www.ebi.ac.uk/efo/EFO_0007222	contagious pustular dermatitis	contagious pustular dermatitis
MONDO:0005716	http://www.ebi.ac.uk/efo/EFO_0007221	contagious pleuropneumonia	contagious pleuropneumonia
MONDO:0005545	http://www.ebi.ac.uk/efo/EFO_0005681	staphylococcus aureus infection	Staphylococcus aureus infection
MONDO:0005715	http://www.ebi.ac.uk/efo/EFO_0007220	congenital toxoplasmosis	congenital toxoplasmosis
MONDO:0002514	http://www.ebi.ac.uk/efo/EFO_0008550	hepatobiliary neoplasm	Hepatobiliary Neoplasm
MONDO:0021223	http://www.ebi.ac.uk/efo/EFO_0008549	digestive system neoplasm	digestive system neoplasm
MONDO:0005720	http://www.ebi.ac.uk/efo/EFO_0007225	cowpox	cowpox
MONDO:0005719	http://www.ebi.ac.uk/efo/EFO_0007224	coronavirus infectious disease	coronavirus infectious disease
MONDO:0005315	http://www.ebi.ac.uk/efo/EFO_0003931	bone fracture	bone fracture
MONDO:0005718	http://www.ebi.ac.uk/efo/EFO_0007223	Coronaviridae infectious disease	Coronaviridae infectious disease
MONDO:0005724	http://www.ebi.ac.uk/efo/EFO_0007229	cryptococcosis	cryptococcosis
MONDO:0005723	http://www.ebi.ac.uk/efo/EFO_0007228	cryptococcal meningitis	cryptococcal meningitis
MONDO:0005722	http://www.ebi.ac.uk/efo/EFO_0007227	croup	croup
MONDO:0000940	http://purl.obolibrary.org/obo/DOID_10113	trypanosomiasis	trypanosomiasis
MONDO:0005706	http://www.ebi.ac.uk/efo/EFO_0007211	coccidioidomycosis	coccidioidomycosis
MONDO:0005705	http://www.ebi.ac.uk/efo/EFO_0007210	clonorchiasis	clonorchiasis
MONDO:0005135	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection	parasitic infection
MONDO:0005078	http://www.ebi.ac.uk/efo/EFO_0000653	phyllodes tumor	phyllodes tumor
MONDO:0000001	http://www.ebi.ac.uk/efo/EFO_0000408	disease	disease
MONDO:0005710	http://www.ebi.ac.uk/efo/EFO_0007215	composite lymphoma	composite lymphoma
MONDO:0005709	http://www.ebi.ac.uk/efo/EFO_0007214	common cold	common cold
MONDO:0005708	http://www.ebi.ac.uk/efo/EFO_0007213	Colorado tick fever	Colorado tick fever
MONDO:0005707	http://www.ebi.ac.uk/efo/EFO_0007212	coccidiosis	coccidiosis
MONDO:0005714	http://www.ebi.ac.uk/efo/EFO_0007219	congenital syphilis	congenital syphilis
MONDO:0017361	http://www.ebi.ac.uk/efo/EFO_0007218	congenital rubella	congenital rubella
MONDO:0005712	http://www.ebi.ac.uk/efo/EFO_0007217	congenital nystagmus	congenital nystagmus
MONDO:0005711	http://www.ebi.ac.uk/efo/EFO_0007216	congenital diaphragmatic hernia	congenital diaphragmatic hernia
MONDO:0005734	http://www.ebi.ac.uk/efo/EFO_0007240	dourine	dourine
MONDO:0009144	http://www.ebi.ac.uk/efo/EFO_0007244	Ebstein anomaly	Ebstein anomaly
MONDO:0005737	http://www.ebi.ac.uk/efo/EFO_0007243	Ebola hemorrhagic fever	Ebola hemorrhagic fever
MONDO:0005736	http://www.ebi.ac.uk/efo/EFO_0007242	eastern equine encephalitis	Eastern equine encephalitis
MONDO:0016472	http://www.ebi.ac.uk/efo/EFO_0007241	dracunculiasis	dracunculiasis
MONDO:0005740	http://www.ebi.ac.uk/efo/EFO_0007247	echovirus infectious disease	echovirus infectious disease
MONDO:0005739	http://www.ebi.ac.uk/efo/EFO_0007246	echinostomiasis	echinostomiasis
MONDO:0005738	http://www.ebi.ac.uk/efo/EFO_0007245	echinococcosis	echinococcosis
MONDO:0005742	http://www.ebi.ac.uk/efo/EFO_0007249	emphysematous cholecystitis	emphysematous cholecystitis
MONDO:0005047	http://www.ebi.ac.uk/efo/EFO_0000545	infertility	infertility
MONDO:0005728	http://www.ebi.ac.uk/efo/EFO_0007233	diaphragm disease	diaphragm disease
MONDO:0015484	http://www.ebi.ac.uk/efo/EFO_0007231	cysticercosis	cysticercosis
MONDO:0005725	http://www.ebi.ac.uk/efo/EFO_0007230	cyclosporiasis	cyclosporiasis
MONDO:0005731	http://www.ebi.ac.uk/efo/EFO_0007237	dipetalonemiasis	dipetalonemiasis
MONDO:0007127	http://www.ebi.ac.uk/efo/EFO_0007236	diffuse idiopathic skeletal hyperostosis	diffuse idiopathic skeletal hyperostosis
MONDO:0005730	http://www.ebi.ac.uk/efo/EFO_0007235	Dictyocaulus infectious disease	Dictyocaulus infectious disease
MONDO:0005729	http://www.ebi.ac.uk/efo/EFO_0007234	dicrocoeliasis	dicrocoeliasis
MONDO:0015636	http://www.ebi.ac.uk/efo/EFO_0007239	dirofilariasis	dirofilariasis
MONDO:0015260	http://www.ebi.ac.uk/efo/EFO_0007238	diphyllobothriasis	diphyllobothriasis
MONDO:0015243	http://www.ebi.ac.uk/efo/EFO_0007140	allergic bronchopulmonary aspergillosis	allergic bronchopulmonary aspergillosis
MONDO:0005657	http://www.ebi.ac.uk/efo/EFO_0007157	aspergillosis	aspergillosis
MONDO:0005645	http://www.ebi.ac.uk/efo/EFO_0007145	ancylostomiasis	ancylostomiasis
MONDO:0005644	http://www.ebi.ac.uk/efo/EFO_0007144	amebiasis	amebiasis
MONDO:0005643	http://www.ebi.ac.uk/efo/EFO_0007142	Alphavirus infectious disease	Alphavirus infectious disease
MONDO:0005649	http://www.ebi.ac.uk/efo/EFO_0007149	appendicitis	appendicitis
MONDO:0005648	http://www.ebi.ac.uk/efo/EFO_0007148	aortic valve insufficiency	aortic valve insufficiency
MONDO:0005647	http://www.ebi.ac.uk/efo/EFO_0007147	anogenital venereal wart	anogenital venereal wart
MONDO:0007743	http://www.ebi.ac.uk/efo/EFO_0003888	attention deficit hyperactivity disorder	attention deficit hyperactivity disorder
MONDO:0015200	http://www.ebi.ac.uk/efo/EFO_0007146	anisakiasis	anisakiasis
MONDO:0019383	http://www.ebi.ac.uk/efo/EFO_0007130	acute disseminated encephalomyelitis	acute disseminated encephalomyelitis
MONDO:0005636	http://www.ebi.ac.uk/efo/EFO_0007134	adenosarcoma	adenosarcoma
MONDO:0005635	http://www.ebi.ac.uk/efo/EFO_0007133	adenomyoma	adenomyoma
MONDO:0011716	http://www.ebi.ac.uk/efo/EFO_0007132	acute hemorrhagic leukoencephalitis	acute hemorrhagic leukoencephalitis
MONDO:0005634	http://www.ebi.ac.uk/efo/EFO_0007131	acute hemorrhagic conjunctivitis	acute hemorrhagic conjunctivitis
MONDO:0005640	http://www.ebi.ac.uk/efo/EFO_0007138	akinetic mutism	akinetic mutism
MONDO:0005639	http://www.ebi.ac.uk/efo/EFO_0007137	AIDS related complex	AIDS related complex
MONDO:0005109	http://www.ebi.ac.uk/efo/EFO_0000764	HIV infection	HIV infection
MONDO:0005638	http://www.ebi.ac.uk/efo/EFO_0007136	agnosia	agnosia
MONDO:0005578	http://www.ebi.ac.uk/efo/EFO_0005856	arthritis	arthritis
MONDO:0005641	http://www.ebi.ac.uk/efo/EFO_0007139	aleutian mink disease	aleutian mink disease
MONDO:0005662	http://www.ebi.ac.uk/efo/EFO_0007163	balantidiasis	balantidiasis
MONDO:0005661	http://www.ebi.ac.uk/efo/EFO_0007162	babesiosis	babesiosis
MONDO:0005660	http://www.ebi.ac.uk/efo/EFO_0007161	Avulavirus infectious disease	Avulavirus infectious disease
MONDO:0008558	http://www.ebi.ac.uk/efo/EFO_0007160	autoimmune thrombocytopenic purpura	autoimmune thrombocytopenic purpura
MONDO:0005665	http://www.ebi.ac.uk/efo/EFO_0007167	Bell's palsy	Bell's palsy
MONDO:0005664	http://www.ebi.ac.uk/efo/EFO_0007166	bartonellosis	bartonellosis
MONDO:0005663	http://www.ebi.ac.uk/efo/EFO_0007165	Barre-Lieou syndrome	Barre-Lieou syndrome
MONDO:0007416	http://www.ebi.ac.uk/efo/EFO_0007164	Balkan nephropathy	Balkan nephropathy
MONDO:0005667	http://www.ebi.ac.uk/efo/EFO_0007169	biliary dyskinesia	biliary dyskinesia
MONDO:0005652	http://www.ebi.ac.uk/efo/EFO_0007152	Arterivirus infectious disease	Arterivirus infectious disease
MONDO:0005651	http://www.ebi.ac.uk/efo/EFO_0007151	Arenavirus hemorrhagic fever	Arenavirus hemorrhagic fever
MONDO:0005650	http://www.ebi.ac.uk/efo/EFO_0007150	Arenaviridae infectious disease	Arenaviridae infectious disease
MONDO:0005656	http://www.ebi.ac.uk/efo/EFO_0007156	Ascaridida infectious disease	Ascaridida infectious disease
MONDO:0005655	http://www.ebi.ac.uk/efo/EFO_0007155	ascaridiasis	ascaridiasis
MONDO:0005654	http://www.ebi.ac.uk/efo/EFO_0007154	ascariasis	ascariasis
MONDO:0016466	http://www.ebi.ac.uk/efo/EFO_0007153	asbestosis	asbestosis
MONDO:0005659	http://www.ebi.ac.uk/efo/EFO_0007159	atrophic rhinitis	atrophic rhinitis
MONDO:0005658	http://www.ebi.ac.uk/efo/EFO_0007158	Astroviridae infectious disease	Astroviridae infectious disease
MONDO:0005679	http://www.ebi.ac.uk/efo/EFO_0007181	bovine virus diarrhea-mucosal disease	bovine virus diarrhea-mucosal disease
MONDO:0005678	http://www.ebi.ac.uk/efo/EFO_0007180	bovine respiratory disease complex	bovine respiratory disease complex
MONDO:0005683	http://www.ebi.ac.uk/efo/EFO_0007185	brucellosis	brucellosis
MONDO:0005682	http://www.ebi.ac.uk/efo/EFO_0007184	bronchopneumonia	bronchopneumonia
MONDO:0015925	http://www.ebi.ac.uk/efo/EFO_0004244	interstitial lung disease	interstitial lung disease
MONDO:0005680	http://www.ebi.ac.uk/efo/EFO_0007182	Brill-Zinsser disease	Brill-Zinsser disease
MONDO:0005619	http://www.ebi.ac.uk/efo/EFO_0006789	typhoid fever	typhoid fever
MONDO:0005687	http://www.ebi.ac.uk/efo/EFO_0007189	Caliciviridae infectious disease	Caliciviridae infectious disease
MONDO:0021641	http://www.ebi.ac.uk/efo/EFO_0007188	bunyaviridae infectious disease	Bunyaviridae infectious disease
MONDO:0019082	http://www.ebi.ac.uk/efo/EFO_0007187	bullous pemphigoid	bullous pemphigoid
MONDO:0005684	http://www.ebi.ac.uk/efo/EFO_0007186	bulbar polio	bulbar polio
MONDO:0005668	http://www.ebi.ac.uk/efo/EFO_0007170	bird fancier's lung	bird fancier's lung
MONDO:0005672	http://www.ebi.ac.uk/efo/EFO_0007174	blastomycosis	blastomycosis
MONDO:0005670	http://www.ebi.ac.uk/efo/EFO_0007172	blackwater fever	blackwater fever
MONDO:0005136	http://www.ebi.ac.uk/efo/EFO_0001068	malaria	malaria
MONDO:0005669	http://www.ebi.ac.uk/efo/EFO_0007171	black piedra	black piedra
MONDO:0005676	http://www.ebi.ac.uk/efo/EFO_0007178	borna disease	borna disease
MONDO:0005675	http://www.ebi.ac.uk/efo/EFO_0007177	border disease	border disease
MONDO:0005673	http://www.ebi.ac.uk/efo/EFO_0007175	blind loop syndrome	blind loop syndrome
MONDO:0005677	http://www.ebi.ac.uk/efo/EFO_0007179	boutonneuse fever	boutonneuse fever
MONDO:0005689	http://www.ebi.ac.uk/efo/EFO_0007191	cannabis dependence	cannabis dependence
MONDO:0005303	http://www.ebi.ac.uk/efo/EFO_0003890	drug dependence	drug dependence
MONDO:0005688	http://www.ebi.ac.uk/efo/EFO_0007190	campylobacteriosis	campylobacteriosis
MONDO:0005693	http://www.ebi.ac.uk/efo/EFO_0007196	cauda equina syndrome	Cauda equina syndrome
MONDO:0005692	http://www.ebi.ac.uk/efo/EFO_0007195	cat-scratch disease	cat-scratch disease
MONDO:0005691	http://www.ebi.ac.uk/efo/EFO_0007194	Cardiovirus infectious disease	Cardiovirus infectious disease
MONDO:0009376	http://www.ebi.ac.uk/efo/EFO_0007193	carbamoyl phosphate synthetase i deficiency disease	carbamoyl phosphate synthetase I deficiency disease
MONDO:0005696	http://www.ebi.ac.uk/efo/EFO_0007199	central nervous system tuberculosis	central nervous system tuberculosis
MONDO:0005695	http://www.ebi.ac.uk/efo/EFO_0007198	central nervous system AIDS arteritis	central nervous system AIDS arteritis
MONDO:0006264	http://www.ebi.ac.uk/efo/EFO_1000319	laryngeal adenoid cystic carcinoma	Laryngeal Adenoid Cystic Carcinoma
MONDO:0006262	http://www.ebi.ac.uk/efo/EFO_1000317	lacrimal gland adenoid cystic carcinoma	Lacrimal Gland Adenoid Cystic Carcinoma
MONDO:0018310	http://www.ebi.ac.uk/efo/EFO_1000318	Langerhans cell histiocytosis	Langerhans Cell Histiocytosis
MONDO:0004829	http://www.ebi.ac.uk/efo/EFO_1000316	Krukenberg carcinoma	Krukenberg Tumor
MONDO:0005092	http://www.ebi.ac.uk/efo/EFO_0000698	signet ring cell carcinoma	signet ring cell carcinoma
MONDO:0006268	http://www.ebi.ac.uk/efo/EFO_1000323	liver diffuse large B-cell lymphoma	Liver Diffuse Large B-Cell Lymphoma
MONDO:0018905	http://www.ebi.ac.uk/efo/EFO_0000403	diffuse large B-cell lymphoma	diffuse large B-cell lymphoma
MONDO:0006265	http://www.ebi.ac.uk/efo/EFO_1000320	laryngeal small cell carcinoma	Laryngeal Small Cell Carcinoma
MONDO:0006266	http://www.ebi.ac.uk/efo/EFO_1000321	leydig cell tumor	Leydig Cell Tumor
MONDO:0006272	http://www.ebi.ac.uk/efo/EFO_1000328	low grade fibromyxoid sarcoma	Low Grade Fibromyxoid Sarcoma
MONDO:0006273	http://www.ebi.ac.uk/efo/EFO_1000329	low grade fibromyxoid sarcoma with giant collagen Rosettes	Low Grade Fibromyxoid Sarcoma with Giant Collagen Rosettes
MONDO:0006270	http://www.ebi.ac.uk/efo/EFO_1000326	lobular breast carcinoma in situ	Lobular Breast Carcinoma In Situ
MONDO:0006271	http://www.ebi.ac.uk/efo/EFO_1000327	low grade central osteosarcoma	Low Grade Central Osteosarcoma
MONDO:0006278	http://www.ebi.ac.uk/efo/EFO_1000335	lung papilloma	Lung Papilloma
MONDO:0006279	http://www.ebi.ac.uk/efo/EFO_1000336	lung sarcomatoid carcinoma	Lung Sarcomatoid Carcinoma
MONDO:0003050	http://www.ebi.ac.uk/efo/EFO_0003050	lung large cell carcinoma	large cell lung carcinoma
MONDO:0006276	http://www.ebi.ac.uk/efo/EFO_1000333	lung inflammatory myofibroblastic tumor	Lung Inflammatory Myofibroblastic Tumor
MONDO:0006277	http://www.ebi.ac.uk/efo/EFO_1000334	lung lymphangioleiomyomatosis	Lung Lymphangioleiomyomatosis
MONDO:0006275	http://www.ebi.ac.uk/efo/EFO_1000332	lung giant cell carcinoma	Lung Giant Cell Carcinoma
MONDO:0006274	http://www.ebi.ac.uk/efo/EFO_1000330	low grade vulvar intraepithelial neoplasia	Low Grade Vulvar Intraepithelial Neoplasia
MONDO:0005198	http://www.ebi.ac.uk/efo/EFO_0002627	vulvar intraepithelial neoplasia	vulvar intraepithelial neoplasia
MONDO:0006282	http://www.ebi.ac.uk/efo/EFO_1000339	lymphangiosarcoma	Lymphangiosarcoma
MONDO:0006280	http://www.ebi.ac.uk/efo/EFO_1000337	lung sclerosing hemangioma	Lung Sclerosing Hemangioma
MONDO:0006281	http://www.ebi.ac.uk/efo/EFO_1000338	lung signet ring cell carcinoma	Lung Signet Ring Cell Carcinoma
MONDO:0006286	http://www.ebi.ac.uk/efo/EFO_1000346	major salivary gland mucoepidermoid carcinoma	Major Salivary Gland Mucoepidermoid Carcinoma
MONDO:0006287	http://www.ebi.ac.uk/efo/EFO_1000347	malignancy in giant cell tumor of bone	Malignancy in Giant Cell Tumor of Bone
MONDO:0006284	http://www.ebi.ac.uk/efo/EFO_1000344	major salivary gland carcinoma	Major Salivary Gland Carcinoma
MONDO:0006285	http://www.ebi.ac.uk/efo/EFO_1000345	major salivary gland carcinoma ex pleomorphic adenoma	Major Salivary Gland Carcinoma ex Pleomorphic Adenoma
MONDO:0006283	http://www.ebi.ac.uk/efo/EFO_1000340	lymphoepithelioma-like lung carcinoma	Lymphoepithelioma-Like Lung Carcinoma
MONDO:0006288	http://www.ebi.ac.uk/efo/EFO_1000348	malignant adrenal gland pheochromocytoma	Malignant Adrenal Gland Pheochromocytoma
MONDO:0004974	http://www.ebi.ac.uk/efo/EFO_0000239	adrenal gland pheochromocytoma	adrenal gland pheochromocytoma
MONDO:0005853	http://www.ebi.ac.uk/efo/EFO_1000356	malignant mixed neoplasm	Malignant Mixed Neoplasm
MONDO:0006291	http://www.ebi.ac.uk/efo/EFO_1000353	malignant jugulotympanic paraganglioma	Malignant Jugulotympanic Paraganglioma
MONDO:0006290	http://www.ebi.ac.uk/efo/EFO_1000352	malignant germ cell tumor	Malignant Germ Cell Tumor
MONDO:0006300	http://www.ebi.ac.uk/efo/EFO_1000368	medullomyoblastoma with myogenic differentiation	Medullomyoblastoma with Myogenic Differentiation
MONDO:0006298	http://www.ebi.ac.uk/efo/EFO_1000366	mediastinal malignant germ cell tumor	Mediastinal Malignant Germ Cell Tumor
MONDO:0019024	http://www.ebi.ac.uk/efo/EFO_1000364	mast cell sarcoma	Mast Cell Sarcoma
MONDO:0006297	http://www.ebi.ac.uk/efo/EFO_1000365	maxillary sinus adenoid cystic carcinoma	Maxillary Sinus Adenoid Cystic Carcinoma
MONDO:0006295	http://www.ebi.ac.uk/efo/EFO_1000363	malignant urinary system neoplasm	Malignant Urinary System Neoplasm
MONDO:0006304	http://www.ebi.ac.uk/efo/EFO_1000379	minor salivary gland adenocarcinoma	Minor Salivary Gland Adenocarcinoma
MONDO:0006302	http://www.ebi.ac.uk/efo/EFO_1000377	micropapillary serous carcinoma	Micropapillary Serous Carcinoma
MONDO:0006303	http://www.ebi.ac.uk/efo/EFO_1000378	middle ear squamous cell carcinoma	Middle Ear Squamous Cell Carcinoma
MONDO:0006301	http://www.ebi.ac.uk/efo/EFO_1000373	metanephric adenoma	Metanephric Adenoma
MONDO:0006306	http://www.ebi.ac.uk/efo/EFO_1000382	mixed lobular and ductal breast carcinoma	Mixed Lobular and Ductal Breast Carcinoma
MONDO:0006307	http://www.ebi.ac.uk/efo/EFO_1000383	mixed somatotroph-lactotroph pituitary gland adenoma	Mixed Somatotroph-Lactotroph Pituitary Gland Adenoma
MONDO:0003910	http://www.ebi.ac.uk/efo/EFO_1000380	mixed cell uveal melanoma	Mixed Cell Uveal Melanoma
MONDO:0006311	http://www.ebi.ac.uk/efo/EFO_1000388	myelodysplastic/myeloproliferative neoplasm	Myelodysplastic/Myeloproliferative Neoplasm
MONDO:0006312	http://www.ebi.ac.uk/efo/EFO_1000389	myofibroma	Myofibroma
MONDO:0006309	http://www.ebi.ac.uk/efo/EFO_1000386	mucinous gastric adenocarcinoma	Mucinous Gastric Adenocarcinoma
MONDO:0005036	http://www.ebi.ac.uk/efo/EFO_0000503	gastric adenocarcinoma	gastric adenocarcinoma
MONDO:0002200	http://www.ebi.ac.uk/efo/EFO_1000385	eccrine mixed tumor of skin	Mixed Tumor of the Skin
MONDO:0006316	http://www.ebi.ac.uk/efo/EFO_1000393	neuroblastic tumor	Neuroblastic Tumor
MONDO:0005462	http://www.ebi.ac.uk/efo/EFO_0005235	primitive neuroectodermal tumor	primitive neuroectodermal tumor
MONDO:0006317	http://www.ebi.ac.uk/efo/EFO_1000394	neurothekeoma	Neurothekeoma
MONDO:0006314	http://www.ebi.ac.uk/efo/EFO_1000391	nasal cavity polyp	Nasal Cavity Polyp
MONDO:0006313	http://www.ebi.ac.uk/efo/EFO_1000390	nabothian cyst	Nabothian Cyst
MONDO:0006321	http://www.ebi.ac.uk/efo/EFO_1000399	non-functioning adrenal cortex adenoma	Non-Functioning Adrenal Cortex Adenoma
MONDO:0006320	http://www.ebi.ac.uk/efo/EFO_1000397	non-cutaneous melanoma	Non-Cutaneous Melanoma
MONDO:0016985	http://www.ebi.ac.uk/efo/EFO_1000395	nevus of Ito	Nevus of Ito
MONDO:0016984	http://www.ebi.ac.uk/efo/EFO_1000396	nevus of ota	Nevus of Ota
MONDO:0005217	http://www.ebi.ac.uk/efo/EFO_0002945	familial cardiomyopathy	familial cardiomyopathy
MONDO:0005515	http://www.ebi.ac.uk/efo/EFO_0005570	oral cavity cancer	oral cavity cancer
MONDO:0005322	http://www.ebi.ac.uk/efo/EFO_0003950	ulna fracture	ulna fracture
MONDO:0006391	http://www.ebi.ac.uk/efo/EFO_1000501	pyloric gland adenoma	Pyloric Gland Adenoma
MONDO:0006397	http://www.ebi.ac.uk/efo/EFO_1000508	renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene Fusions	Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions
MONDO:0006396	http://www.ebi.ac.uk/efo/EFO_1000506	rectal villous adenoma	Rectal Villous Adenoma
MONDO:0005484	http://www.ebi.ac.uk/efo/EFO_0005406	colorectal adenoma	colorectal adenoma
MONDO:0006394	http://www.ebi.ac.uk/efo/EFO_1000504	rectal tubular adenoma	Rectal Tubular Adenoma
MONDO:0006395	http://www.ebi.ac.uk/efo/EFO_1000505	rectal tubulovillous adenoma	Rectal Tubulovillous Adenoma
MONDO:0006392	http://www.ebi.ac.uk/efo/EFO_1000502	rectal hyperplastic polyp	Rectal Hyperplastic Polyp
MONDO:0006393	http://www.ebi.ac.uk/efo/EFO_1000503	rectal traditional serrated adenoma	Rectal Traditional Serrated Adenoma
MONDO:0006398	http://www.ebi.ac.uk/efo/EFO_1000510	retroperitoneal inflammatory myofibroblastic tumor	Retroperitoneal Inflammatory Myofibroblastic Tumor
MONDO:0006405	http://www.ebi.ac.uk/efo/EFO_1000519	salivary gland small cell carcinoma	Salivary Gland Small Cell Carcinoma
MONDO:0006404	http://www.ebi.ac.uk/efo/EFO_1000517	salivary gland large cell carcinoma	Salivary Gland Large Cell Carcinoma
MONDO:0006402	http://www.ebi.ac.uk/efo/EFO_1000515	salivary gland basal cell adenocarcinoma	Salivary Gland Basal Cell Adenocarcinoma
MONDO:0006403	http://www.ebi.ac.uk/efo/EFO_1000516	salivary gland carcinoma ex pleomorphic adenoma	Salivary Gland Carcinoma ex Pleomorphic Adenoma
MONDO:0006400	http://www.ebi.ac.uk/efo/EFO_1000513	salivary gland acinic cell carcinoma	Salivary Gland Acinic Cell Carcinoma
MONDO:0006401	http://www.ebi.ac.uk/efo/EFO_1000514	salivary gland adenosquamous carcinoma	Salivary Gland Adenosquamous Carcinoma
MONDO:0006408	http://www.ebi.ac.uk/efo/EFO_1000523	sex hormone-producing adrenal cortex adenoma	Sex Hormone-Producing Adrenal Cortex Adenoma
MONDO:0006406	http://www.ebi.ac.uk/efo/EFO_1000520	sarcomatoid carcinoma	Sarcomatoid Carcinoma
MONDO:0006407	http://www.ebi.ac.uk/efo/EFO_1000521	sarcomatoid mesothelioma	Sarcomatoid Mesothelioma
MONDO:0003264	http://www.ebi.ac.uk/efo/EFO_1000529	basosquamous carcinoma	Skin Basosquamous Cell Carcinoma
MONDO:0006411	http://www.ebi.ac.uk/efo/EFO_1000527	sinonasal undifferentiated carcinoma	Sinonasal Undifferentiated Carcinoma
MONDO:0006409	http://www.ebi.ac.uk/efo/EFO_1000524	signet ring cell gastric adenocarcinoma	Signet Ring Cell Gastric Adenocarcinoma
MONDO:0006410	http://www.ebi.ac.uk/efo/EFO_1000525	simple endometrial hyperplasia	Simple Endometrial Hyperplasia
MONDO:0006416	http://www.ebi.ac.uk/efo/EFO_1000533	small intestinal Burkitt lymphoma	Small Intestinal Burkitt Lymphoma
MONDO:0000082	http://www.ebi.ac.uk/efo/EFO_0004710	pelvic organ prolapse	pelvic organ prolapse
MONDO:0006417	http://www.ebi.ac.uk/efo/EFO_1000534	small intestinal diffuse large B-cell lymphoma	Small Intestinal Diffuse Large B-Cell Lymphoma
MONDO:0006414	http://www.ebi.ac.uk/efo/EFO_1000531	skin sarcoma	Skin Sarcoma
MONDO:0006422	http://www.ebi.ac.uk/efo/EFO_1000539	small intestinal tubulovillous adenoma	Small Intestinal Tubulovillous Adenoma
MONDO:0006420	http://www.ebi.ac.uk/efo/EFO_1000537	small intestinal mucosa-associated lymphoid tissue lymphoma	Small Intestinal Mucosa-Associated Lymphoid Tissue Lymphoma
MONDO:0006421	http://www.ebi.ac.uk/efo/EFO_1000538	small intestinal tubular adenoma	Small Intestinal Tubular Adenoma
MONDO:0006418	http://www.ebi.ac.uk/efo/EFO_1000535	small intestinal enteropathy-associated T-cell lymphoma	Small Intestinal Enteropathy-Associated T-Cell Lymphoma
MONDO:0006419	http://www.ebi.ac.uk/efo/EFO_1000536	small intestinal intraepithelial neoplasia	Small Intestinal Intraepithelial Neoplasia
MONDO:0006426	http://www.ebi.ac.uk/efo/EFO_1000545	spinal cord primitive neuroectodermal tumor	Spinal Cord Primitive Neuroectodermal Tumor
MONDO:0002894	http://www.ebi.ac.uk/efo/EFO_1000543	spinal chordoma	Spinal Chordoma
MONDO:0006423	http://www.ebi.ac.uk/efo/EFO_1000540	soft tissue chondroma	Soft Tissue Chondroma
MONDO:0006424	http://www.ebi.ac.uk/efo/EFO_1000541	soft tissue neoplasm	Soft Tissue Neoplasm
MONDO:0006429	http://www.ebi.ac.uk/efo/EFO_1000548	splenic Hodgkin lymphoma	Splenic Hodgkin Lymphoma
MONDO:0004952	http://www.ebi.ac.uk/efo/EFO_0000183	Hodgkins lymphoma	Hodgkins lymphoma
MONDO:0006430	http://www.ebi.ac.uk/efo/EFO_1000549	splenic mantle cell lymphoma	Splenic Mantle Cell Lymphoma
MONDO:0003736	http://www.ebi.ac.uk/efo/EFO_1001879	cancerophobia	cancerophobia
MONDO:0006427	http://www.ebi.ac.uk/efo/EFO_1000546	spindle cell melanoma	Spindle Cell Melanoma
MONDO:0006428	http://www.ebi.ac.uk/efo/EFO_1000547	splenic diffuse large B-cell lymphoma	Splenic Diffuse Large B-Cell Lymphoma
MONDO:0006436	http://www.ebi.ac.uk/efo/EFO_1000555	submandibular gland adenoid cystic carcinoma	Submandibular Gland Adenoid Cystic Carcinoma
MONDO:0016037	http://www.ebi.ac.uk/efo/EFO_1000556	superficial fibromatosis	Superficial Fibromatosis
MONDO:0005031	http://www.ebi.ac.uk/efo/EFO_0000497	fibromatosis	fibromatosis
MONDO:0007667	http://www.ebi.ac.uk/efo/EFO_1000553	subependymoma	Subependymoma
MONDO:0006435	http://www.ebi.ac.uk/efo/EFO_1000554	submandibular gland adenocarcinoma	Submandibular Gland Adenocarcinoma
MONDO:0015288	http://www.ebi.ac.uk/efo/EFO_0007308	herpes simplex virus keratitis	Herpes simplex virus keratitis
MONDO:0006432	http://www.ebi.ac.uk/efo/EFO_1000551	stromal predominant kidney wilms tumor	Stromal Predominant Kidney Wilms Tumor
MONDO:0019475	http://www.ebi.ac.uk/efo/EFO_1000552	subcutaneous panniculitis-like T-cell lymphoma	Subcutaneous Panniculitis-Like T-Cell Lymphoma
MONDO:0019462	http://www.ebi.ac.uk/efo/EFO_1000550	splenic marginal zone lymphoma	Splenic Marginal Zone Lymphoma
MONDO:0006014	http://www.ebi.ac.uk/efo/EFO_0007543	vulvovaginal candidiasis	vulvovaginal candidiasis
MONDO:0005961	http://www.ebi.ac.uk/efo/EFO_0007486	sinusitis	sinusitis
MONDO:0005790	http://www.ebi.ac.uk/efo/EFO_0007305	hepatitis A	hepatitis A
MONDO:0017767	http://www.ebi.ac.uk/efo/EFO_1001160	rheumatic fever	rheumatic fever
MONDO:0005609	http://www.ebi.ac.uk/efo/EFO_0006510	herpes zoster	Herpes Zoster
